Date,Mar,May,Jul,Sep,diff,Prime
2023-10-17,503.75,511.25,516.5,513.0,1,8.5
2023-10-18,506.5,514.5,519.75,515.5,1,8.5
2023-10-19,517.0,524.0,528.75,522.75,1,8.5
2023-10-20,509.0,516.5,521.75,517.25,1,8.5
2023-10-23,504.0,512.0,517.25,514.5,3,8.5
2023-10-24,498.0,506.0,511.75,509.75,1,8.5
2023-10-25,494.5,503.0,508.75,506.5,1,8.5
2023-10-26,493.25,501.25,507.25,505.25,1,8.5
2023-10-27,495.25,503.5,509.5,507.75,1,8.5
2023-10-30,492.75,501.0,507.5,507.25,3,8.5
2023-10-31,493.0,501.75,508.5,508.75,1,8.5
2023-11-01,489.75,498.5,506.0,507.25,1,8.5
2023-11-02,485.0,494.25,502.25,505.25,1,8.5
2023-11-03,492.25,501.5,510.0,512.5,1,8.5
2023-11-06,492.5,502.0,510.25,512.75,3,8.5
2023-11-07,483.5,493.25,502.5,505.25,1,8.5
2023-11-08,490.0,499.25,507.75,509.75,1,8.5
2023-11-09,482.75,491.5,500.5,503.0,1,8.5
2023-11-10,479.0,488.5,497.75,500.25,1,8.5
2023-11-13,492.75,502.0,510.75,511.75,3,8.5
2023-11-14,494.25,503.75,512.0,512.5,1,8.5
2023-11-15,488.5,498.5,507.0,507.5,1,8.5
2023-11-16,493.25,503.5,511.5,511.5,1,8.5
2023-11-17,485.25,496.0,504.5,506.5,1,8.5
2023-11-20,487.5,497.75,506.0,507.5,3,8.5
2023-11-21,489.0,500.0,509.0,510.25,1,8.5
2023-11-22,487.75,499.0,508.0,509.0,1,8.5
2023-11-24,482.5,494.5,503.75,505.25,2,8.5
2023-11-27,475.25,486.75,496.0,498.25,3,8.5
2023-11-28,473.5,486.0,495.75,498.5,1,8.5
2023-11-29,475.75,488.5,498.25,501.0,1,8.5
2023-11-30,482.75,495.0,504.25,506.5,1,8.5
2023-12-01,484.75,496.75,506.0,508.25,1,8.5
2023-12-04,485.5,497.0,505.75,507.5,3,8.5
2023-12-05,490.5,502.0,510.25,510.75,1,8.5
2023-12-06,484.25,495.75,504.0,504.75,1,8.5
2023-12-07,488.0,499.5,508.0,508.5,1,8.5
2023-12-08,485.5,497.5,506.0,507.5,1,8.5
2023-12-11,481.5,494.0,503.5,504.75,3,8.5
2023-12-12,485.25,497.25,506.0,506.0,1,8.5
2023-12-13,479.5,492.5,501.75,501.75,1,8.5
2023-12-14,479.25,492.0,501.5,501.75,1,8.5
2023-12-15,483.0,495.25,504.75,505.5,1,8.5
2023-12-18,477.0,489.5,499.5,501.5,3,8.5
2023-12-19,472.75,485.25,494.75,496.5,1,8.5
2023-12-20,469.75,482.5,492.5,495.0,1,8.5
2023-12-21,472.5,485.25,495.0,497.5,1,8.5
2023-12-22,473.0,485.75,495.5,498.25,1,8.5
2023-12-27,476.5,488.5,498.0,500.25,5,8.5
2023-12-28,474.25,486.5,496.0,498.5,1,8.5
2023-12-29,471.25,484.0,494.0,497.0,1,8.5
2024-01-02,509.25,514.5,515.0,499.5,4,8.5
2024-01-03,509.5,514.75,515.5,499.25,1,8.5
2024-01-04,509.5,514.75,515.25,499.25,1,8.5
2024-01-05,504.75,510.0,510.75,494.75,1,8.5
2024-01-08,500.0,505.5,506.25,493.0,3,8.5
2024-01-09,503.75,509.0,509.75,496.0,1,8.5
2024-01-10,503.0,508.25,509.0,495.25,1,8.5
2024-01-11,500.5,505.5,506.5,493.75,1,8.5
2024-01-12,492.75,498.25,499.25,488.25,1,8.5
2024-01-16,488.25,493.75,495.0,483.75,4,8.5
2024-01-17,486.0,491.75,493.0,483.0,1,8.5
2024-01-18,487.0,493.0,494.5,481.25,1,8.5
2024-01-19,487.25,492.75,494.25,481.0,1,8.5
2024-01-22,487.75,493.25,494.5,482.75,3,8.5
2024-01-23,488.75,494.25,495.75,483.25,1,8.5
2024-01-24,493.25,498.75,500.5,487.25,1,8.5
2024-01-25,492.0,497.5,499.5,485.75,1,8.5
2024-01-26,487.5,493.25,495.25,483.5,1,8.5
2024-01-29,486.0,491.5,493.75,483.5,3,8.5
2024-01-30,491.75,497.5,499.5,487.0,1,8.5
2024-01-31,491.5,497.0,499.0,487.25,1,8.5
2024-02-01,490.0,495.25,497.25,486.0,1,8.5
2024-02-02,487.25,493.25,495.5,485.25,1,8.5
2024-02-05,488.5,494.25,496.25,485.25,3,8.5
2024-02-06,488.5,494.5,496.75,485.75,1,8.5
2024-02-07,485.0,491.0,493.0,482.5,1,8.5
2024-02-08,483.5,489.5,491.25,481.25,1,8.5
2024-02-09,479.5,485.5,487.5,479.25,1,8.5
2024-02-12,480.75,487.0,489.5,481.25,3,8.5
2024-02-13,481.25,487.5,490.25,482.75,1,8.5
2024-02-14,475.5,481.75,485.0,477.25,1,8.5
2024-02-15,468.0,474.5,478.25,472.0,1,8.5
2024-02-16,470.5,477.0,481.0,474.75,1,8.5
2024-02-20,474.75,481.0,484.5,476.75,4,8.5
2024-02-21,470.0,476.75,480.25,472.5,1,8.5
2024-02-22,467.25,474.25,477.75,469.75,1,8.5
2024-02-23,463.5,470.25,473.75,466.0,1,8.5
2024-02-26,470.25,476.75,480.25,469.75,3,8.5
2024-02-27,473.25,479.75,483.0,470.75,1,8.5
2024-02-28,475.75,482.0,484.75,472.75,1,8.5
2024-02-29,475.75,482.0,484.0,473.25,1,8.5
2024-03-01,473.0,479.75,482.5,471.25,1,8.5
2024-03-04,476.5,483.25,486.25,474.5,3,8.5
2024-03-05,472.75,479.75,482.75,471.0,1,8.5
2024-03-06,474.0,480.5,483.0,472.25,1,8.5
2024-03-07,481.5,487.5,489.25,478.0,1,8.5
2024-03-08,484.25,490.25,492.25,480.75,1,8.5
2024-03-11,485.25,491.5,493.25,481.5,3,8.5
2024-03-12,485.25,491.5,493.25,481.75,1,8.5
2024-03-13,485.75,492.0,494.0,482.25,1,8.5
2024-03-14,480.5,486.75,489.25,479.75,1,8.5
2024-03-15,483.5,490.0,492.25,482.5,1,8.5
2024-03-18,483.5,490.0,492.25,482.25,3,8.5
2024-03-19,486.5,493.0,495.5,484.0,1,8.5
2024-03-20,488.75,495.75,498.25,486.75,1,8.5
2024-03-21,490.5,497.25,500.0,489.0,1,8.5
2024-03-22,489.0,495.75,498.25,487.5,1,8.5
2024-03-25,488.5,495.25,498.0,487.5,3,8.5
2024-03-26,481.75,488.5,491.25,482.25,1,8.5
2024-03-27,476.0,482.75,485.5,477.75,1,8.5
2024-03-28,490.0,495.75,497.5,488.25,1,8.5
2024-04-02,481.0,488.0,491.5,483.25,5,8.5
2024-04-03,484.0,490.5,493.5,485.5,1,8.5
2024-04-04,485.5,491.75,494.75,486.25,1,8.5
2024-04-05,485.25,492.25,495.75,487.0,1,8.5
2024-04-08,486.0,493.25,496.75,488.75,3,8.5
2024-04-09,481.5,488.5,491.5,483.5,1,8.5
2024-04-10,483.0,490.0,493.25,485.0,1,8.5
2024-04-11,479.25,487.0,491.5,483.75,1,8.5
2024-04-12,485.0,492.5,496.75,486.75,1,8.5
2024-04-15,482.5,490.25,494.5,485.0,3,8.5
2024-04-16,480.25,487.75,492.25,482.5,1,8.5
2024-04-17,477.75,485.5,489.75,480.25,1,8.5
2024-04-18,473.0,480.75,485.25,475.5,1,8.5
2024-04-19,479.0,486.75,491.25,479.5,1,8.5
2024-04-22,485.25,492.75,497.5,484.5,3,8.5
2024-04-23,487.0,494.5,498.75,484.25,1,8.5
2024-04-24,486.0,494.5,500.5,483.25,1,8.5
2024-04-25,489.5,498.75,505.5,485.75,1,8.5
2024-04-26,486.75,495.75,502.25,483.75,1,8.5
2024-04-29,486.25,495.0,501.5,482.5,3,8.5
2024-04-30,483.5,492.5,499.0,480.75,1,8.5
2024-05-02,492.25,500.5,506.5,487.25,2,8.5
2024-05-03,495.25,503.5,509.25,490.25,1,8.5
2024-05-06,500.0,507.5,512.75,493.0,3,8.5
2024-05-07,500.25,508.0,513.75,493.5,1,8.5
2024-05-08,494.0,502.25,508.75,490.0,1,8.5
2024-05-09,493.0,501.25,507.75,490.5,1,8.5
2024-05-10,503.5,510.5,515.0,496.25,1,8.5
2024-05-13,504.25,511.5,516.5,495.75,3,8.5
2024-05-14,503.0,510.5,515.75,495.75,1,8.5
2024-05-15,499.25,506.75,512.25,492.75,1,8.5
2024-05-16,494.75,502.5,508.0,489.25,1,8.5
2024-05-17,489.5,497.5,503.25,486.25,1,8.5
2024-05-20,496.75,504.5,509.75,491.0,3,8.5
2024-05-21,495.25,503.0,508.25,489.5,1,8.5
2024-05-22,496.75,504.0,508.5,489.5,1,8.5
2024-05-23,498.75,505.75,510.25,490.75,1,8.5
2024-05-24,500.25,507.0,511.5,492.5,1,8.5
2024-05-28,497.75,505.0,509.75,490.5,4,8.5
2024-05-29,491.75,499.5,505.0,489.0,1,8.5
2024-05-30,484.0,491.75,497.25,482.5,1,8.5
2024-05-31,479.5,487.0,492.0,478.75,1,8.5
2024-06-03,475.5,483.25,488.75,475.25,3,8.5
2024-06-04,474.75,482.5,488.25,475.0,1,8.5
2024-06-05,472.0,479.75,485.25,472.0,1,8.5
2024-06-06,481.5,489.0,494.25,479.5,1,8.5
2024-06-07,479.5,487.25,492.75,478.0,1,8.5
2024-06-10,480.25,488.25,494.5,478.75,3,8.5
2024-06-11,477.25,485.0,491.25,476.0,1,8.5
2024-06-12,479.75,487.0,492.5,476.75,1,8.5
2024-06-13,486.25,493.5,499.25,482.25,1,8.5
2024-06-14,481.25,488.25,493.25,477.5,1,8.5
2024-06-17,473.75,481.0,486.5,472.25,3,8.5
2024-06-18,478.25,485.25,490.5,475.25,1,8.5
2024-06-20,467.5,475.0,480.75,467.75,2,8.5
2024-06-21,464.0,471.75,477.5,464.5,1,8.5
2024-06-24,463.25,471.25,477.5,465.5,3,8.5
2024-06-25,454.0,462.25,468.5,458.75,1,8.5
2024-06-26,448.25,457.0,463.5,454.5,1,8.5
2024-06-27,446.25,455.25,461.75,455.25,1,8.5
2024-06-28,434.75,444.25,451.75,450.5,1,8.5
2024-07-01,434.75,444.5,452.5,453.25,3,8.5
2024-07-02,435.0,444.75,452.5,452.0,1,8.5
2024-07-03,433.5,443.0,450.75,450.75,1,8.5
2024-07-05,438.0,447.5,455.25,454.5,2,8.5
2024-07-08,422.5,433.5,442.75,445.0,3,8.5
2024-07-09,423.25,434.0,442.75,444.75,1,8.5
2024-07-10,421.0,431.0,439.0,441.0,1,8.5
2024-07-11,424.25,434.25,442.25,444.75,1,8.5
2024-07-12,428.0,438.0,445.75,447.0,1,8.5
2024-07-15,417.75,427.75,435.5,440.0,3,8.5
2024-07-16,422.0,431.5,439.0,442.75,1,8.5
2024-07-17,425.0,434.25,441.5,445.5,1,8.5
2024-07-18,418.75,428.0,435.25,439.75,1,8.5
2024-07-19,418.5,428.25,435.75,439.75,1,8.5
2024-07-22,429.25,439.5,446.75,449.75,3,8.5
2024-07-23,431.25,441.25,448.25,450.25,1,8.5
2024-07-24,432.25,442.25,449.0,450.5,1,8.5
2024-07-25,435.25,445.5,452.5,454.0,1,8.5
2024-07-26,424.5,435.0,442.75,445.25,1,8.5
2024-07-29,427.0,437.25,444.5,446.25,3,8.5
2024-07-30,420.25,431.0,438.25,441.25,1,8.5
2024-07-31,415.75,427.0,434.75,438.25,1,8.5
